Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type
2305,160,28,457,169,1273,235,233,108,759,3
2284,144,29,402,154,1230,246,220,80,702,3
2277,135,27,376,151,1209,250,216,75,674,3
2263,126,29,350,137,1189,253,206,59,646,3
2244,202,28,277,119,1129,195,251,175,564,3
2249,163,37,212,129,1074,226,221,92,484,3
2242,149,37,192,122,1057,238,209,64,458,3
2227,137,35,175,107,1040,248,202,50,433,3
2199,116,30,150,86,1008,254,195,44,384,3
2182,107,30,124,69,994,254,189,39,361,3
2164,105,32,95,53,979,254,182,29,339,3
2143,110,32,67,32,966,254,187,35,319,3
2128,117,28,42,17,953,254,200,53,300,3
2108,338,16,0,0,920,183,215,170,256,4
2166,266,27,95,44,870,141,239,231,361,1
2340,321,13,272,130,984,185,227,181,752,5
2311,22,23,127,48,1149,199,184,113,819,5
2027,19,11,0,0,420,212,217,141,525,14
2061,46,31,108,66,180,212,157,58,342,10
3226,62,12,42,5,3994,230,215,115,2737,39
2933,301,3,474,49,1392,211,238,165,1245,32
2863,231,6,300,98,2106,210,246,173,765,31
2964,289,14,484,8,1579,179,238,198,1273,31
3011,208,7,376,27,1205,215,247,167,1653,32
2802,150,9,0,0,589,232,240,139,1379,13
2317,251,10,362,55,268,198,247,187,573,10
2164,337,10,0,0,1008,197,225,167,711,14
2177,316,22,60,24,1033,155,215,197,741,10
2275,313,17,350,51,899,172,225,192,212,10
2123,141,26,42,12,1259,247,222,86,1142,1
2108,155,7,30,-1,1248,228,241,146,1114,1
2117,327,14,0,0,1239,184,223,178,1087,17
2291,118,23,510,133,1425,252,213,76,940,2
2231,190,26,258,106,1153,209,249,157,577,3
2201,140,32,134,81,1050,247,212,67,426,3
2189,133,30,124,76,1034,251,210,63,404,3
2176,121,29,108,63,1020,254,202,54,382,3
2160,108,32,85,47,1006,254,185,32,361,3
2111,95,13,0,0,969,240,221,110,309,3
2278,18,33,335,117,819,175,152,96,313,10
2270,11,33,339,195,812,168,156,109,301,10
2233,352,19,108,-32,824,184,204,156,404,10
2256,359,19,0,0,864,188,202,149,516,10
2340,283,9,247,130,990,196,241,184,721,5
2037,125,19,0,0,481,248,223,94,592,3
3094,213,13,180,-35,2075,207,252,178,3640,29
2953,276,12,446,145,1630,189,242,193,1224,31
2290,171,6,300,28,127,225,243,153,301,10
2168,316,15,0,0,1034,179,226,187,685,14
2294,330,31,268,149,1188,133,186,184,660,10
2314,321,21,330,171,1068,162,215,190,480,10
2124,145,19,30,8,1237,242,234,113,1183,1
2114,336,19,0,0,1218,175,211,173,1140,17
2129,341,27,30,19,1209,152,188,168,1115,17
2305,132,24,516,142,1448,250,219,82,1006,2
2295,127,23,499,132,1465,251,217,81,977,2
2276,122,13,470,118,1423,242,229,114,920,2
2272,161,9,457,114,1401,230,242,144,892,2
2273,186,23,430,127,1358,216,249,154,836,2
2275,174,26,417,135,1337,225,242,133,808,3
2263,152,27,390,127,1294,241,229,98,752,3
2228,129,23,295,102,1214,250,220,86,644,3
2214,173,22,242,88,1176,228,244,137,592,3
2216,185,27,216,91,1158,214,247,149,566,3
2219,175,28,192,94,1140,223,241,131,541,3
2208,148,30,150,88,1107,243,221,83,492,3
2175,147,32,95,55,1061,243,217,76,424,3
2118,113,22,30,7,1008,251,211,77,350,3
2140,23,35,30,18,932,177,144,82,335,10
2130,16,22,0,0,930,195,187,122,350,10
2320,62,22,258,60,866,233,189,79,324,6
2251,12,30,242,-14,840,174,164,112,295,10
2316,330,27,150,106,953,145,196,184,631,5
2350,347,6,309,87,1087,208,230,160,706,6
2080,334,34,85,51,335,125,175,177,488,10
2822,82,14,319,72,1786,238,215,105,767,31
2990,248,3,417,70,404,214,241,165,1537,31
2286,189,6,270,24,150,220,244,159,300,10
2290,252,12,270,28,170,192,248,194,330,10
2167,302,9,0,0,1015,196,236,180,644,14
2220,326,30,124,67,1114,133,192,191,726,10
2302,106,16,379,166,1024,246,218,96,361,6
2121,162,23,0,0,1224,235,238,120,1240,1
2121,334,21,0,0,1194,166,206,176,1181,17
2128,331,30,30,17,1189,137,189,183,1167,17
2192,36,31,108,67,1173,202,158,73,1057,10
2297,113,18,492,134,1423,248,219,94,1015,2
2287,101,16,474,124,1440,245,217,97,987,2
2206,97,13,228,80,1200,241,221,108,607,10
2203,158,15,201,77,1182,235,241,132,582,3
2180,141,34,108,60,1116,246,209,61,488,3
2157,151,33,67,37,1087,240,218,79,446,3
2137,140,33,42,24,1060,247,210,63,408,3
2123,130,27,30,10,1048,252,213,69,391,3
2140,333,20,0,0,960,170,210,177,391,1
2306,224,25,175,75,979,178,254,202,484,6
2317,311,25,134,88,966,146,214,204,591,5
2331,305,6,216,121,1008,204,237,172,661,5
2356,332,13,324,93,1110,190,224,173,677,6
2039,350,7,0,0,518,208,228,159,649,14
2043,330,20,30,4,488,168,211,180,624,14
2845,108,14,366,91,1752,243,223,107,860,13
2836,238,17,192,71,2181,187,252,200,732,31
2186,300,28,30,19,1053,131,216,219,633,10
2255,324,33,190,103,1168,122,186,194,743,10
2320,316,28,323,171,1231,136,204,202,663,10
2297,332,14,277,73,981,187,222,174,218,10
2304,331,11,242,80,959,195,227,171,162,6
2130,172,11,60,2,1348,228,245,148,1299,17
2128,190,13,60,-3,1333,219,250,161,1302,17
2132,203,17,60,0,1317,210,253,173,1307,1
2110,163,7,0,0,1195,227,242,148,1266,17
2112,236,3,30,-8,1187,213,242,166,1250,17
2133,321,28,30,15,1165,136,200,197,1207,17
2186,331,36,124,80,1140,114,170,181,1100,10
2174,11,32,120,49,1154,168,157,110,1080,10
2271,13,20,376,113,1400,196,195,131,859,10
2246,23,24,313,110,1298,199,182,111,726,10
2187,138,19,134,62,1173,246,229,103,553,10
2178,131,26,108,53,1158,251,216,76,531,3
2165,127,30,85,40,1142,253,206,58,509,3
2151,133,31,67,31,1128,251,208,61,488,3
2131,147,27,30,11,1100,244,225,91,450,3
2111,338,7,0,0,1064,205,230,164,402,4
2271,23,12,0,0,931,213,215,137,417,6
2357,318,13,362,147,1116,187,228,182,641,6
2065,313,28,67,26,466,134,206,206,618,10
2132,254,32,242,134,408,130,240,236,531,5
3226,55,19,67,10,3930,228,196,93,2871,39
3219,62,17,42,9,3900,232,202,95,2885,39
3153,121,12,42,7,2941,240,230,117,3441,22
2812,224,22,108,51,2266,184,254,199,680,13
2822,222,16,127,57,2236,198,254,189,703,13
2285,106,7,210,23,175,232,232,132,277,10
2313,207,8,210,51,277,215,247,168,424,2
2297,323,36,256,147,1224,110,179,196,755,10
2148,146,21,30,6,1231,244,232,106,1233,1
2143,203,24,0,0,1284,200,253,176,1323,1
2153,208,32,30,10,1302,181,249,184,1321,1
2126,333,4,30,-6,1307,210,234,163,1332,17
2126,128,20,30,7,1198,248,224,95,1340,1
2114,326,5,30,0,1167,206,234,166,1291,17
2119,303,19,60,-1,1150,163,227,202,1262,17
2191,7,29,150,66,1124,171,169,123,1110,10
2213,341,34,192,97,1158,130,168,164,1116,10
2249,334,33,277,147,1198,127,177,178,1136,10
2256,44,19,277,120,1302,221,195,102,716,10
2248,64,20,255,112,1284,234,195,85,691,10
2143,110,28,42,18,1154,254,196,50,511,3
2129,121,22,30,9,1140,251,216,80,492,3
2118,62,6,0,0,1115,225,228,138,458,3
2116,353,13,0,0,1103,196,216,157,443,4
2275,315,12,30,4,968,187,230,183,430,16
2083,21,28,228,115,234,190,169,103,470,10
2156,185,13,330,158,467,222,249,157,616,2
3167,143,5,60,0,3120,227,239,146,3346,23
2284,114,6,180,22,192,230,234,138,285,10
2327,326,35,295,177,1266,116,180,191,730,10
2142,133,12,0,0,1256,239,234,124,1236,1
2140,135,5,0,0,1273,228,238,144,1266,17
2138,124,3,30,-3,1290,225,237,146,1296,17
2136,203,20,0,0,1326,206,253,175,1351,17
2128,342,9,0,0,1332,202,227,164,1353,17
2132,353,15,0,0,1282,193,213,157,1362,17
2137,13,12,0,0,1266,208,215,142,1366,17
2130,38,5,30,-6,1250,220,228,144,1371,17
2133,233,9,30,0,1235,205,249,181,1377,17
2111,238,3,0,0,1148,214,242,166,1333,17
2118,317,11,60,4,1129,191,231,179,1302,17
2126,296,21,85,16,1121,157,229,210,1288,17
2299,325,20,497,224,1282,167,214,185,1159,10
2304,20,19,350,141,1423,203,195,124,939,10
2278,58,17,268,132,1364,230,203,100,782,10
2195,98,22,134,69,1240,249,204,72,616,3
2187,107,22,108,61,1224,251,208,73,594,3
2140,109,28,30,15,1181,254,195,48,534,3
2125,109,17,0,0,1167,247,219,96,516,3
2127,334,24,30,9,1131,158,200,177,470,4
2319,37,22,212,17,960,214,187,99,162,6
2280,53,12,0,0,990,227,213,118,390,6
2279,306,9,30,5,997,196,235,179,418,16
3209,62,18,42,9,3840,233,199,92,2967,39
2829,98,13,295,73,1842,241,221,107,882,13
2793,232,25,67,28,2260,172,253,210,721,13
2985,239,8,319,49,319,205,247,180,1418,32
2295,159,18,153,41,339,236,240,128,466,4
2175,336,11,0,0,1033,194,225,169,525,14
2351,27,14,418,192,1260,213,209,129,618,6
2169,197,31,0,0,1100,194,247,167,883,1
2139,354,9,30,-2,1298,206,225,158,1269,17
2133,240,9,30,-2,1368,203,248,182,1380,17
2135,347,17,0,0,1326,186,211,162,1381,17
2139,341,25,0,0,1308,161,195,168,1383,17
2133,42,17,0,0,1224,220,200,110,1401,17
2130,45,5,0,0,1209,221,229,143,1406,17
2129,159,6,0,0,1195,226,241,149,1412,17
2115,135,16,0,0,1142,244,231,111,1390,17
2119,299,12,30,8,1110,187,236,189,1343,17
2130,283,18,67,6,1092,167,238,209,1315,17
2312,52,10,324,149,1398,226,218,125,953,6
2305,80,9,295,142,1434,233,223,122,900,10
2299,91,12,283,141,1445,238,221,111,875,3
2163,125,30,67,37,1235,253,203,54,595,3
2132,117,24,30,7,1207,253,209,69,558,3
2200,341,24,0,0,1082,164,198,169,576,10
2214,317,12,0,0,1090,187,229,182,636,1
2216,284,10,0,0,1095,191,240,189,612,1
2058,329,8,0,0,607,200,230,169,768,3
2107,18,30,190,115,228,182,163,103,495,10
2037,57,32,30,17,228,223,155,41,484,10
3175,146,5,0,0,3420,227,239,146,3212,23
3062,159,19,417,142,1290,236,240,126,3224,29
2865,53,9,0,0,242,226,221,129,2181,23
2815,101,14,228,61,1902,243,220,104,853,31
2787,108,13,127,34,1978,242,224,109,764,31
2279,151,9,120,17,234,231,240,140,309,10
2289,160,20,120,35,339,236,240,124,446,4
2191,190,18,0,0,841,218,251,161,421,4
2322,45,15,285,98,1127,223,206,113,350,6
2157,8,7,30,0,1115,212,227,152,859,17
2154,187,20,0,0,1140,218,250,157,918,17
2150,352,26,42,12,1323,166,187,152,1273,17
2141,328,9,30,6,1341,199,230,171,1410,17
2128,27,9,0,0,1154,217,221,140,1448,17
2126,72,10,0,0,1140,232,220,119,1448,17
2117,88,17,30,2,1127,243,211,92,1431,17
2116,307,17,0,0,1092,173,228,195,1384,17
2124,317,13,0,0,1082,186,229,182,1370,17
2125,307,7,30,1,1072,201,236,175,1355,17
2219,12,23,201,98,1024,190,187,127,1262,1
2212,331,28,218,91,1020,144,193,182,1237,10
2306,342,26,361,197,1127,156,190,166,1230,10
2310,114,14,300,127,1374,243,225,108,967,6
2304,135,14,283,141,1392,241,233,118,942,3
2292,136,19,256,129,1429,246,229,104,890,3
2259,126,25,201,101,1392,252,213,73,792,3
2246,118,27,190,100,1374,254,204,59,768,3
2205,128,26,150,69,1323,252,214,73,700,3
2181,124,29,108,51,1291,253,204,56,658,3
2171,356,20,0,0,1130,184,201,151,480,10
2227,346,23,0,0,1124,168,195,161,607,10
2231,345,20,0,0,1130,177,205,164,577,10
2230,337,14,0,0,1136,189,221,170,547,10
2259,228,14,30,5,1103,199,252,188,400,1
2340,275,28,108,44,1041,133,233,232,201,6
2280,4,7,0,0,1048,211,227,153,371,16
2063,321,17,0,0,618,175,222,186,787,14
2140,14,28,234,74,300,181,169,112,552,10
2127,27,27,192,72,268,197,169,95,532,10
2043,334,27,67,39,319,149,194,178,541,10
2072,240,26,212,74,433,162,250,218,607,5
2187,205,4,0,0,882,217,243,162,395,14
2199,188,24,0,0,932,215,249,155,408,4
2159,335,7,0,0,1110,205,231,165,779,17
2173,348,28,30,17,1131,157,183,157,837,17
2166,207,28,30,13,1209,189,252,183,1012,1
2151,328,22,0,0,1317,160,208,184,1218,17
2184,21,35,67,41,1207,174,145,86,1451,10
2137,24,21,30,7,1128,203,189,115,1477,17
2115,335,19,30,8,1075,174,211,175,1425,17
2130,341,13,0,0,1053,192,220,166,1396,17
2129,275,12,42,-2,1034,188,243,194,1369,17
2225,332,23,247,111,990,160,204,180,1266,10
2268,10,31,272,143,997,171,163,116,1233,10
2326,261,6,404,143,1242,205,243,177,1140,6
2332,225,3,361,144,1279,215,242,165,1087,6
2315,119,21,297,132,1332,250,217,84,1008,6
2285,142,21,228,122,1406,245,229,101,907,3
2276,140,23,216,113,1425,247,226,95,882,3
2268,140,24,201,110,1445,247,225,92,858,3
2259,138,26,190,101,1434,249,221,84,834,3
2249,134,26,175,91,1416,250,217,78,811,3
2225,114,25,153,79,1381,253,206,65,765,3
2198,104,23,127,58,1348,251,203,66,721,3
2184,108,26,108,48,1333,253,200,58,700,3
2171,114,27,85,35,1317,254,200,55,680,3
2250,313,12,0,0,1155,189,231,182,454,10
2254,312,13,0,0,1142,185,230,185,424,1
2260,310,13,0,0,1131,185,231,186,395,1
2264,310,11,0,0,1120,189,232,183,365,1
2362,117,15,212,50,1052,244,225,106,67,6
2317,90,8,67,15,1052,233,227,127,190,6
2291,129,16,0,0,1065,244,229,108,306,6
2284,4,3,0,0,1071,215,233,155,335,16
2128,55,18,127,73,277,229,199,97,547,10
2032,61,12,0,0,295,230,214,115,547,1
2044,312,28,60,24,324,133,206,208,560,10
2055,325,26,85,42,342,147,202,190,569,10
2270,148,12,60,8,283,236,239,131,342,10
2205,139,22,0,0,764,247,227,97,379,4
2225,172,28,30,8,1090,224,239,127,242,1
2161,310,4,0,0,1129,209,237,166,759,17
2165,309,19,0,0,1138,164,224,198,787,17
2178,314,30,30,19,1148,127,201,206,816,17
2153,217,2,0,0,1235,217,241,161,1019,17
2153,326,20,0,0,1329,165,213,185,1194,17
2191,33,33,90,48,1165,194,149,69,1485,10
2325,198,17,361,142,1237,212,252,169,1128,6
2327,188,15,339,144,1256,220,250,159,1101,6
2298,129,21,255,115,1326,249,222,90,999,3
2289,133,21,234,106,1345,248,225,95,973,3
2274,142,23,201,111,1383,246,227,96,924,3
2248,137,26,162,90,1443,249,221,83,853,3
2237,136,26,150,79,1440,249,219,81,830,3
2228,134,25,134,70,1423,250,220,83,807,3
2219,128,23,124,61,1406,250,219,83,785,3
2130,82,7,0,0,1301,230,228,132,649,3
2133,322,11,0,0,1289,191,229,177,633,4
2166,260,15,67,8,1216,181,247,204,553,10
2276,326,18,0,0,1138,174,218,183,331,1
2315,134,14,42,13,1082,241,233,118,182,6
2292,108,13,0,0,1090,241,225,111,272,16
2321,322,21,85,41,1121,163,214,189,421,10
2329,312,14,134,49,1138,182,229,187,481,5
2068,65,5,0,0,725,225,230,140,895,3
2129,323,32,134,76,541,124,189,195,745,10
3193,78,8,67,4,3722,231,226,128,3130,23
3055,190,12,361,63,1864,220,249,161,3800,23
2886,102,16,339,120,1813,245,218,98,1099,32
2782,127,16,108,28,2029,245,228,106,850,31
2971,198,16,124,22,1293,214,252,168,1599,32
2205,123,21,0,0,764,250,219,87,362,4
2198,11,4,0,0,785,216,232,153,351,14
2199,17,21,60,9,942,197,190,123,342,10
2212,164,8,0,0,1120,228,243,147,272,17
2214,219,6,0,0,1116,213,246,170,277,1
2222,191,22,30,8,1110,213,251,161,324,1
2226,186,23,30,11,1110,217,249,153,342,1
2216,145,6,0,0,1110,228,239,144,404,17
2213,139,5,0,0,1110,227,238,145,426,17
2215,193,12,0,0,1110,219,249,163,450,1
2161,74,8,0,0,1150,230,224,127,741,17
2162,289,9,0,0,1158,196,239,183,769,17
2171,21,35,30,15,1248,175,146,86,997,10
2127,255,5,30,-4,977,209,243,172,1423,17
2326,87,20,404,146,1158,244,204,80,1221,6
2314,122,16,382,134,1176,245,226,105,1195,6
2311,167,18,361,130,1195,232,244,135,1168,6
2310,191,23,339,129,1214,212,250,160,1142,3
2291,131,22,234,108,1302,249,222,88,1015,3
2264,133,23,175,81,1360,249,222,88,942,3
2238,134,24,134,75,1421,249,220,84,872,3
2228,134,26,124,70,1442,250,218,80,850,3
2218,138,25,108,60,1448,248,222,86,828,3
2201,139,24,90,43,1415,248,225,91,785,3
2180,117,31,67,40,1384,254,194,42,745,3
2147,116,22,30,11,1355,251,213,77,708,3
2345,216,21,120,43,1120,194,254,189,120,6
2341,110,14,127,29,1110,243,224,107,30,6
2297,68,8,0,0,1116,228,225,130,240,16
2333,317,13,150,52,1167,186,229,182,457,5
2071,87,10,30,3,765,235,224,119,912,3
2072,327,13,0,0,738,189,225,176,914,14
2145,321,31,150,87,558,127,194,198,768,10
2155,326,30,175,102,534,133,192,191,750,10
2186,350,19,283,147,446,183,205,158,685,10
2132,119,29,108,66,342,254,202,54,612,1
3194,71,10,60,5,3723,231,221,121,3156,23
3060,205,15,395,80,1627,210,252,174,3565,22
2845,112,23,255,81,1894,252,209,71,1045,13
2807,122,18,175,48,1974,248,222,95,955,13
2808,253,15,0,0,1921,184,249,202,1068,13
2253,170,5,0,0,404,224,242,153,474,10
2253,191,7,0,0,424,220,246,161,499,10
2203,18,6,0,0,785,216,227,149,335,14
2210,329,19,90,11,1057,172,214,180,366,10
2219,110,10,0,0,1159,237,230,123,301,17
2215,350,12,30,-1,1150,198,219,160,301,17
2220,340,15,0,0,1146,186,216,168,306,17
2214,357,5,0,0,1140,213,231,157,335,17
2215,323,9,0,0,1140,196,230,174,350,17
2217,340,12,0,0,1140,195,223,166,366,17
2219,0,14,0,0,1140,199,214,151,384,17
2221,354,17,0,0,1140,189,207,155,404,17
2164,40,16,0,0,1179,220,204,114,752,17
2172,261,18,30,10,1195,172,247,211,808,10
2172,8,33,60,19,1317,164,157,115,1092,10
2132,252,14,30,2,940,188,249,198,1438,17
2144,249,27,60,14,931,152,247,225,1426,17
2340,99,21,404,159,1116,249,206,75,1262,6
2326,103,24,382,145,1134,252,200,62,1235,6
2312,113,22,361,132,1153,252,211,75,1209,6
2301,141,19,339,121,1172,244,232,109,1183,3
2306,183,21,277,123,1224,220,249,151,1107,6
2304,143,18,255,121,1242,243,234,113,1082,6
2281,119,19,212,93,1279,249,220,92,1032,3
2257,118,22,150,74,1338,251,214,78,960,3
2245,128,23,134,62,1358,251,218,81,937,3
2229,138,27,108,66,1400,249,219,80,892,3
2206,141,28,85,48,1442,247,220,82,849,3
2199,146,27,67,41,1456,245,225,90,828,3
2190,147,28,60,32,1441,244,224,88,807,3
2181,143,29,60,23,1425,246,219,80,787,3
2170,129,31,42,24,1410,252,205,56,768,3
2140,109,14,0,0,1382,243,224,108,732,3
2215,12,25,30,14,1243,187,182,123,601,10
2317,97,13,42,8,1140,241,220,106,124,6
2068,327,34,67,32,390,119,181,190,641,10
2090,15,23,175,70,450,193,186,123,674,10
3052,195,16,361,72,1660,216,251,165,3598,22
2897,223,8,90,13,1610,210,248,174,1543,32
2251,175,5,0,0,467,223,243,154,541,10
2212,129,23,0,0,768,251,218,82,342,4
2376,0,1,446,212,1423,217,236,156,711,6
2220,48,7,0,0,1189,223,224,136,331,17
2169,338,11,0,0,1224,195,224,168,819,17
2175,223,10,0,0,1233,208,250,178,847,17
2177,192,19,0,0,1243,215,251,163,875,17
2175,7,28,120,37,979,174,172,124,1544,10
2341,320,17,395,216,911,174,221,186,1351,6
2351,351,17,430,226,953,188,209,157,1362,10
2344,117,17,404,160,1074,247,222,97,1302,6
2333,109,22,382,149,1092,251,209,75,1276,6
2294,114,19,319,114,1148,249,218,89,1199,3
2289,157,16,297,109,1165,236,241,130,1173,3
2289,190,21,277,108,1182,215,251,160,1148,3
2293,199,22,255,112,1200,207,253,171,1123,3
2290,116,17,212,107,1237,247,222,97,1074,3
2274,109,17,170,86,1276,247,218,94,1026,3
2194,145,31,60,31,1421,245,217,75,870,3
2183,150,31,42,25,1443,241,221,83,850,3
2175,152,31,30,17,1465,240,223,88,830,3
2156,135,22,30,10,1437,248,224,92,792,3
2146,100,14,0,0,1422,243,219,102,774,3
2140,21,10,0,0,1409,214,219,141,757,4
2307,18,23,134,63,1277,196,185,118,573,10
2289,335,22,120,45,1265,164,204,176,454,10
2325,302,8,95,23,1184,199,237,177,162,6
2338,248,9,150,12,1176,202,247,183,108,6
2309,51,3,0,0,1170,221,232,148,162,6
2312,344,8,0,0,1172,203,227,163,190,16
2083,316,15,0,0,793,178,225,187,886,14
2102,318,24,42,21,741,149,210,197,933,10
2147,285,28,170,80,618,130,226,229,834,10
2081,111,28,30,15,391,254,197,50,663,1
2055,45,11,0,0,391,223,217,127,660,10
2903,337,31,256,54,270,138,181,173,1661,30
2900,230,7,67,13,1664,209,247,175,1504,32
2798,112,18,134,34,2018,248,219,93,997,13
2826,29,14,242,68,2520,214,208,127,759,24
2313,123,17,150,32,90,246,225,101,342,11
2307,136,15,127,26,108,242,233,117,335,11
2241,332,14,42,10,1203,187,222,174,371,10
2266,350,38,60,52,1200,127,149,142,417,10
2175,18,24,30,6,1262,194,183,117,859,17
2173,22,13,30,-1,1271,211,211,134,886,17
2182,272,24,0,0,1292,150,239,225,942,17
2255,344,40,153,111,1167,114,149,155,1482,10
2135,13,8,0,0,882,213,225,149,1493,17
2140,265,13,30,5,874,187,246,197,1482,17
2358,337,12,437,233,902,195,224,168,1385,6
2355,82,5,446,162,999,227,231,138,1396,6
2353,114,8,424,160,1015,235,232,129,1370,6
2340,97,15,382,153,1050,243,217,99,1317,6
2321,93,23,339,137,1087,249,198,65,1266,6
2294,102,23,297,113,1123,251,204,69,1215,3
2282,128,19,277,102,1140,247,225,98,1190,3
2276,178,18,255,96,1158,225,248,149,1165,3
2281,210,21,234,100,1176,199,254,183,1140,3
2289,189,16,212,108,1195,219,250,160,1116,3
2177,144,31,30,14,1401,245,216,74,892,3
2158,149,19,0,0,1445,241,235,115,853,3
2150,55,6,0,0,1463,224,227,139,816,3
2182,7,15,0,0,1348,200,208,143,684,10
2246,343,27,60,35,1307,155,188,165,660,10
2336,0,20,67,27,1224,186,198,146,228,10
2321,129,17,42,10,1200,245,228,106,108,6
2312,77,3,0,0,1200,224,233,145,150,6
2094,126,18,30,6,886,247,225,98,792,3
2080,337,8,0,0,834,203,229,165,847,14
2062,75,12,0,0,420,234,217,113,691,10
2115,6,26,201,83,499,178,180,130,731,10
2119,354,26,228,92,516,167,186,149,741,10
2122,323,16,234,27,421,177,221,183,808,10
3200,14,12,60,9,3668,209,216,143,3264,23
2932,339,24,60,14,384,161,198,171,2278,29
2932,337,18,335,95,350,178,212,172,1499,30
2912,39,13,306,102,306,220,212,124,607,29
2826,347,6,30,6,1415,208,230,160,1120,23
2826,343,6,42,-1,1431,208,231,161,1150,23
2888,209,5,30,4,1639,216,244,165,1597,32
2898,164,8,95,7,1717,227,243,148,1466,32
2896,173,9,272,5,1806,226,245,151,1315,32
2824,115,21,170,58,1982,251,215,82,1082,13
2795,111,17,108,31,2040,247,220,96,1019,13
2787,109,16,95,23,2060,246,220,98,999,13
2779,110,15,85,18,2081,244,222,103,979,13
2270,45,8,0,0,255,223,223,135,379,10
2239,153,20,0,0,700,240,236,116,470,4
2232,147,27,0,0,722,244,225,92,443,4
2221,163,27,0,0,738,233,236,115,417,4
2224,175,28,30,3,752,223,241,132,391,4
2222,160,25,30,8,767,236,235,114,366,4
2243,255,19,30,12,1233,173,248,211,400,10
2233,69,34,30,17,1230,233,153,23,511,4
2180,8,20,30,8,1310,193,196,137,926,17
2190,293,23,0,0,1320,151,228,215,953,17
2265,341,46,180,121,1183,85,128,154,1433,10
2140,47,13,0,0,854,224,212,120,1521,10
2364,51,10,446,170,957,225,219,127,1437,6
2358,65,10,426,165,973,230,221,123,1410,6
2354,74,10,404,161,990,232,222,122,1384,6
2348,81,12,382,155,1008,236,219,112,1358,6
2318,103,24,319,134,1064,252,201,63,1282,6
2305,106,26,297,121,1082,253,199,57,1256,3
2268,165,16,234,88,1134,232,243,137,1182,3
2272,212,21,212,92,1153,198,254,185,1158,3
2278,153,20,170,97,1191,240,236,116,1110,3
2211,126,32,42,28,1315,253,200,48,976,3
2194,123,34,30,11,1337,253,192,36,955,3
2175,126,30,30,12,1358,253,204,55,934,3
2163,130,19,0,0,1380,247,226,100,914,3
2156,9,9,0,0,1425,210,222,149,876,3
